DBID,Name/Model,Era,Year,Technology Base,Chassis,Rules Level (Current),Tonnage,Designer,Battle Value,Cost,Rating
3642,Assassin ASN-30 (Alice),Civil War,3066,Inner Sphere,Biped,Tournament Legal,40,Catalyst Game Labs,1507,7332080,-----
5025,Assassin ASN-357-MB1C,Jihad,3070,Inner Sphere,Biped,Tournament Legal,40,Ruger,1181,8107213,-----
5579,Assassin ASN-40,Jihad,3075,Inner Sphere,Biped,Tournament Legal,40,Alisa Wolfstein,1086,7587113,-----
3780,Assassin ASN-99,Jihad,3068,Inner Sphere,Biped,Tournament Legal,40,Catalyst Game Labs,1116,7907013,-----
5266,Assassin ASN-TMWL,Star League,2676,Inner Sphere,Biped,Introductory,40,hughewil,861,3788493,-----
6446,Assassin II (Black Watch) ASN-21,Star League,2769,Inner Sphere,Biped,Tournament Legal,40,WC65nelson,1137,7114613,-----
4588,Assassin II ASN-II Alpha,Dark Age,3144,Inner Sphere,Biped,Advanced,40,Winking Mutant,1007,4206813,-----
4625,Assassin II G ASN-30,Dark Age,3144,Inner Sphere,Biped,Tournament Legal,40,Deathsgate,1336,7765893,-----
3076,Assassin IIC,Jihad,3085,Clan,Biped,Advanced,40,ChronicRune,2364,7677413,-----
5669,Assassin IIC PRIME,Civil War,3065,Clan,Biped,Tournament Legal,40,Alisa Wolfstein,1430,7388663,-----
2726,Assassin J ASN-30,Civil War,3062,Inner Sphere,Biped,Tournament Legal,40,ChronicRune,1509,7772193,-----
5555,Athena AT-H1,Dark Age,3140,Clan (Mixed),Tripod,Experimental (Extinct),100,Marcus Smythe,3472,29553000,-----
5665,Athena AT-H2,Dark Age,3140,Clan (Mixed),Tripod,Experimental,100,Marcus Smythe,2704,25772000,-----
1428,Athena ATH-N1,Civil War,3067,Inner Sphere,Biped,Tournament Legal,50,CJ_Keys,1656,6050000,3.2
6490,Atlas (BRAVO 332) AS8-KC,Clan Invasion,3061,Clan,Biped,Tournament Legal,100,khanwolverine,3046,11756000,-----
6277,Atlas (Imperial) AS7-Dc,Clan Invasion,3061,Clan,Biped,Tournament Legal,100,khanwolverine,3094,11068000,-----
1770,Atlas AS-7M,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,100,jymset,1730,9112000,2
6351,Atlas AS10 [BASE],Dark Age,3150,Inner Sphere,Biped,Advanced,105,Lasonda,1335,43589662,-----
6352,Atlas AS10-O,Dark Age,3150,Inner Sphere,Biped,Advanced,105,Lasonda,2404,48127850,-----
6353,Atlas AS10-OA,Dark Age,3150,Inner Sphere,Biped,Advanced,105,Lasonda,2754,48922866,-----
6675,Atlas AS10-OB,Dark Age,3150,Inner Sphere,Biped,Advanced,105,Lasonda,2239,55518100,-----
4262,Atlas AS7-00 (Jurn),Jihad,3081,Inner Sphere,Biped,Advanced,100,Catalyst Game Labs,2052,24764000,-----
881,Atlas AS7-C,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2163,22756000,2.875
882,Atlas AS7-CM,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2036,24972000,2.642857
1755,Atlas AS7-CM C,Civil War,3062,Inner Sphere,Biped,Tournament Legal,100,Blackhand,2241,16108000,2.8
1695,Atlas AS7-CM II,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,100,ralgith,1969,12836000,1.888889
1767,Atlas AS7-CM III,Civil War,3062,Inner Sphere,Biped,Tournament Legal,100,ralgith,2093,13302000,2.833333
1756,Atlas AS7-CM L,Civil War,3062,Inner Sphere,Biped,Tournament Legal,100,Blackhand,2333,13472000,3.25
1768,Atlas AS7-CM-T,Republic,3103,Inner Sphere,Biped,Tournament Legal,100,ralgith,2250,16086000,2.333333
72,Atlas AS7-D,Star League,2755,Inner Sphere,Biped,Introductory,100,Catalyst Game Labs,1897,9412000,4.108696
4000,Atlas AS7-D (Danielle),Late Succession Wars,3028,Inner Sphere,Biped,Introductory,100,Catalyst Game Labs,1976,9420000,-----
4089,Atlas AS7-D-DC,Star League,2776,Inner Sphere,Biped,Advanced,100,Catalyst Game Labs,1858,10252000,-----
4552,Atlas AS7-Dr,Jihad,3070,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2101,10300000,-----
6551,Atlas AS7-Dr2,Jihad,3075,Inner Sphere,Biped,Tournament Legal,100,CarcerKango,2221,10006000,-----
1627,Atlas AS7-E,Early Succession Wars,2797,Inner Sphere,Biped,Introductory,100,StarRaven,2085,9870000,2.5
246,Atlas AS7-K,Late Succession Wars,3049,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2175,22372000,3.5
3861,Atlas AS7-K-DC,Clan Invasion,3050,Inner Sphere,Biped,Advanced,100,Catalyst Game Labs,2158,23252000,-----
2745,Atlas AS7-K2,Jihad,3082,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2160,28505333,-----
4358,Atlas AS7-K2 (Jedra),Dark Age,3133,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,1971,28489333,-----
2746,Atlas AS7-K3,Jihad,3083,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2346,28605333,-----
5181,Atlas AS7-K4,Republic,3098,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2153,28731333,-----
5658,Atlas AS7-L,Jihad,3069,Inner Sphere,Biped,Tournament Legal,100,Alisa Wolfstein,2246,12628000,-----
5659,Atlas AS7-L2,Jihad,3081,Inner Sphere,Biped,Advanced,100,Alisa Wolfstein,1959,12998000,-----
2209,Atlas AS7-MK2-mod3,Clan Invasion,3060,Clan,Biped,Tournament Legal,100,GhostBear-1086,3223,24512000,0.5
3306,Atlas AS7-P,Civil War,3067,Inner Sphere,Biped,Tournament Legal,100,Jade_Dragon,1951,9800000,-----
5834,Atlas AS7-QP,Jihad,3085,Inner Sphere,Biped,Advanced,100,QuantumPolagnus,2144,19516000,-----
4090,Atlas AS7-RS,Early Succession Wars,2892,Inner Sphere,Biped,Introductory,100,Catalyst Game Labs,1849,9102000,-----
245,Atlas AS7-S,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,1929,9612000,3.7
1246,Atlas AS7-S2,Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2389,18934000,3
3862,Atlas AS7-S3,Civil War,3062,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2378,18777500,-----
5338,Atlas AS7-SX,Star League,2755,Inner Sphere,Biped,Introductory,100,Ruger,1861,9138000,-----
2832,Atlas AS7-V9,Jihad,3070,Inner Sphere,Biped,Tournament Legal (Extinct),100,ChronicRune,2021,17660000,-----
3985,Atlas AS7-WGS (Samsonov),Late Succession Wars,3025,Inner Sphere,Biped,Introductory,100,Catalyst Game Labs,1884,9256000,-----
1298,Atlas AS7-X,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,100,Seraph,2299,28445333,3.222222
1722,Atlas AS7-Z,Civil War,3062,Inner Sphere,Biped,Tournament Legal,100,bladewind,2462,10491000,3.875
1419,Atlas AS8-D,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,100,Erenon,2369,10724000,4.285714
3660,Atlas AS8-D,Jihad,3074,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2432,13210000,-----
2074,Atlas AS8-D2,Civil War,3067,Inner Sphere,Biped,Tournament Legal,100,Erenon,2373,10804000,4
1555,Atlas AS9-D,Civil War,3067,Inner Sphere,Biped,Tournament Legal,100,StarRaven,2421,10690000,3.625
2296,Atlas AS9-L,Jihad,3080,Inner Sphere,Biped,Tournament Legal,100,BeforeLifer,2147,25788000,3.5
3863,Atlas C,Clan Invasion,3050,Inner Sphere (Mixed),Biped,Tournament Legal,100,Catalyst Game Labs,2174,9852000,-----
6437,Atlas II (Black Watch (Command)) AS7-D,Star League,2755,Inner Sphere,Biped,Advanced,100,WC65nelson,1818,29035333,-----
6438,Atlas II (Black Watch) AS7-D,Star League,2755,Inner Sphere,Biped,Tournament Legal,100,WC65nelson,2033,27715333,-----
3265,Atlas II AS7-D-H,Star League,2765,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2169,10960000,-----
3433,Atlas II AS7-D-H (Devlin),Jihad,3078,Inner Sphere (Mixed),Biped,Advanced,100,Catalyst Game Labs,2491,30386000,-----
4858,Atlas II AS7-D-H (Kerensky),Early Succession Wars,2833,Clan,Biped,Tournament Legal,100,Catalyst Game Labs,2777,12540000,-----
4393,Atlas II AS7-D-H2,Star League,2780,Inner Sphere,Biped,Tournament Legal,100,Catalyst Game Labs,2340,10548000,-----
1543,Atlas IIC,Clan Invasion,3050,Clan,Biped,Tournament Legal,100,mud,3180,11472000,4.722222
1509,Atlas IIC,Clan Invasion,3050,Clan,Biped,Tournament Legal,100,ChucklesTheGoat,2787,10868000,4.083333
5776,Atlas III AS7-A2,Dark Age,3140,Inner Sphere (Mixed),Biped,Advanced,100,Alisa Wolfstein,3224,14935000,-----
4253,Atlas III AS7-D2,Republic,3110,Inner Sphere (Mixed),Biped,Advanced,100,Catalyst Game Labs,2890,13666000,-----
4254,Atlas III AS7-D3,Dark Age,3137,Inner Sphere (Mixed),Biped,Advanced,100,Catalyst Game Labs,2564,14056000,-----
5060,Atlas Jack,Clan Invasion,3061,Clan,Biped,Tournament Legal,100,khanwolverine,2685,11096500,-----
1758,Atlas-OAF,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,100,Oafman,1977,10234000,3.2
2134,ATLAS: CLAN ReBuild AS7-D-CX,Clan Invasion,3055,Clan,Biped,Tournament Legal,100,steve ronin,2888,10605000,3
5511,Atlas: Outrider Refit,Republic,3130,Inner Sphere (Mixed),Biped,Tournament Legal,100,MadLarkin,3162,32394333,-----
5416,ATY-01 Atrocity,Dark Age,3150,Clan,Biped,Advanced,50,Ruger,1436,7542000,-----
5417,ATY-02 Atrocity,Dark Age,3150,Clan,Biped,Advanced,50,Ruger,1362,7272000,-----
4131,Avalanche AVL-1 [BASE],Dark Age,3133,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,802,5190625,-----
4132,Avalanche AVL-1O,Dark Age,3133,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1540,6165625,-----
4133,Avalanche AVL-1OA,Dark Age,3133,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1484,6315625,-----
6121,Avalanche AVL-1OAa,Dark Age,3133,Inner Sphere,Biped,Tournament Legal,50,correia3,1484,6315625,-----
4134,Avalanche AVL-1OB,Dark Age,3133,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1529,6240625,-----
4135,Avalanche AVL-1OC,Dark Age,3133,Inner Sphere,Biped,Tournament Legal,50,Catalyst Game Labs,1341,6169375,-----
4136,Avalanche AVL-1ON,Dark Age,3133,Inner Sphere (Mixed),Biped,Tournament Legal,50,Catalyst Game Labs,1873,6090625,-----
4137,Avalanche AVL-1OR,Dark Age,3133,Inner Sphere (Mixed),Biped,Tournament Legal,50,Catalyst Game Labs,2043,6353125,-----
1671,Avalon AVN-1C,Civil War,3066,Inner Sphere,Biped,Tournament Legal,95,Goodfella,2466,9647820,3.9
2227,Avatar AV-1OK,Clan Invasion,3058,Inner Sphere,Biped,Tournament Legal,70,jymset,1775,13103033,4.625
2402,Avatar AV1 [BASE],Clan Invasion,3056,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,896,15103792,-----
2403,Avatar AV1-O,Clan Invasion,3056,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1395,17087479,3.35
2404,Avatar AV1-OA,Clan Invasion,3056,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1481,16989729,3.9375
2405,Avatar AV1-OB,Clan Invasion,3056,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1496,17137417,3.714286
6149,Avatar AV1-OBLO,Dark Age,3140,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1550,19149792,-----
2406,Avatar AV1-OC,Clan Invasion,3056,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1406,19566292,4.1
2598,Avatar AV1-OD,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1475,17123604,3.166667
2660,Avatar AV1-OE,Civil War,3062,Inner Sphere,Biped,Tournament Legal (Extinct),70,Catalyst Game Labs,1563,18686542,2.9
2661,Avatar AV1-OF,Civil War,3064,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1667,17556042,3.125
2856,Avatar AV1-OG,Clan Invasion,3056,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1775,16378792,-----
2857,Avatar AV1-OH,Jihad,3069,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1604,16859042,-----
3741,Avatar AV1-OI,Jihad,3078,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1606,16916417,-----
5037,Avatar AV1-OJ,Republic,3099,Inner Sphere (Mixed),Biped,Tournament Legal,70,Catalyst Game Labs,2223,17228792,-----
3093,Avatar AV1-OM,Jihad,3085,Inner Sphere,Biped,Advanced (Extinct),70,ChronicRune,2081,24614229,-----
3094,Avatar AV1-ON,Jihad,3085,Inner Sphere,Biped,Advanced (Extinct),70,ChronicRune,2058,24616354,-----
3314,Avatar AV1-OR,Clan Invasion,3059,Inner Sphere (Mixed),Biped,Tournament Legal,70,Catalyst Game Labs,1833,17108729,-----
4810,Avatar AV1-OU,Jihad,3077,Inner Sphere,Biped,Tournament Legal,70,Catalyst Game Labs,1359,20174042,-----
5041,Avenger PMS-1-MB1C,Civil War,3067,Inner Sphere,Quad,Tournament Legal,70,Circ,1907,10098708,-----
6542,Avenging Angel LAM AVG1-LAM,Civil War,3067,Inner Sphere,Land-Air (Standard),Advanced (Extinct),30,Orion Starion,724,3832920,-----
4594,Awesome (Deadeye) AWS-DE Mk I,Dark Age,3144,Inner Sphere,Biped,Tournament Legal,100,Scthetricky,2177,9918000,-----
6319,Awesome (Imperial) AWS-8RC,Clan Invasion,3061,Clan,Biped,Tournament Legal,80,khanwolverine,3275,7918920,-----
5505,Awesome (Jack Clan) LBX,Clan Invasion,3061,Clan,Biped,Tournament Legal,80,khanwolverine,2113,8851770,-----
5504,Awesome (Jack IS) LBX,Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,80,khanwolverine,1812,8343720,-----
6567,Awesome (Liao Pirate) AWS-8QL2,Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,80,khanwolverine,1941,7310520,-----
1392,Awesome 2 AWS-2-1B,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,100,Erenon,2316,10490000,4.2
5439,Awesome 2C Jack,Clan Invasion,3061,Clan,Biped,Tournament Legal,80,khanwolverine,2847,15304320,-----
4573,Awesome 3 (Heartbreaker) AWS-3,Dark Age,3144,Inner Sphere,Biped,Advanced,100,Winking Mutant,2329,12245000,-----
2080,Awesome AWE 17X,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,80,Starbuck,1780,18152400,2.75
3432,Awesome AWS-10KM,Jihad,3078,Inner Sphere (Mixed),Biped,Advanced (Extinct),80,Catalyst Game Labs,2466,13310370,-----
4008,Awesome AWS-11M,Jihad,3079,Inner Sphere (Mixed),Biped,Advanced,80,Catalyst Game Labs,1801,10520640,-----
3591,Awesome AWS-11R,Dark Age,3133,Inner Sphere,Biped,Advanced,80,Catalyst Game Labs,1878,22272120,-----
5709,Awesome AWS-12T,Jihad,3082,Inner Sphere,Biped,Tournament Legal,80,Alisa Wolfstein,1869,12632220,-----
5469,Awesome AWS-15S,Dark Age,3150,Inner Sphere,Biped,Advanced,80,Ruger,1932,11535120,-----
1413,Awesome AWS-1OL,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,80,Motown Scrapper,1777,17596200,3.555556
1414,Awesome AWS-2H,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,80,Seraph,1811,7231050,3.944444
3307,Awesome AWS-8P5,Civil War,3067,Inner Sphere,Biped,Tournament Legal,80,Jade_Dragon,1741,7044570,-----
37,Awesome AWS-8Q,Star League,2665,Inner Sphere,Biped,Introductory,80,Catalyst Game Labs,1605,6598170,4.535714
5147,Awesome AWS-8Q (Buck),Jihad,3076,Inner Sphere,Biped,Tournament Legal,80,Catalyst Game Labs,1787,21037920,-----
6255,Awesome AWS-8Q (Dark Age Refit),Republic,3124,Inner Sphere,Biped,Advanced,80,Lasonda,2023,7408170,-----
5027,Awesome AWS-8Q-MB1C,Clan Invasion,3061,Inner Sphere,Biped,Advanced,80,Shadowhunter99,1761,8095320,-----
38,Awesome AWS-8R,Star League,2683,Inner Sphere,Biped,Introductory,80,Catalyst Game Labs,1470,6328170,1.208333
39,Awesome AWS-8T,Early Succession Wars,2815,Inner Sphere,Biped,Introductory,80,Catalyst Game Labs,1593,6490170,2.5
40,Awesome AWS-8V,Late Succession Wars,2980,Inner Sphere,Biped,Introductory,80,Catalyst Game Labs,1510,6373170,2.884615
5868,Awesome AWS-9L,Dark Age,3150,Inner Sphere,Biped,Tournament Legal,80,correia3,1869,9707400,-----
410,Awesome AWS-9M,Late Succession Wars,3049,Inner Sphere,Biped,Tournament Legal,80,Catalyst Game Labs,1812,17992920,2.35
5499,Awesome AWS-9M1,Dark Age,3150,Inner Sphere,Biped,Advanced (Extinct),80,bullitt,1960,29311770,-----
3598,Awesome AWS-9Ma,Clan Invasion,3051,Inner Sphere,Biped,Advanced,80,Catalyst Game Labs,1836,19106850,-----
3638,Awesome AWS-9Md,Jihad,3071,Inner Sphere,Biped,Experimental,80,Catalyst Game Labs,1702,17713920,-----
846,Awesome AWS-9Q,Clan Invasion,3057,Inner Sphere,Biped,Tournament Legal,80,Catalyst Game Labs,1875,7456050,3.857143
3839,Awesome AWS-9Q (Klatt),Jihad,3071,Inner Sphere,Biped,Tournament Legal,80,Catalyst Game Labs,1805,7554600,-----
1905,Awesome K-80-2A-2M,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,80,Faolan,1508,6681240,2.8
5471,Awesome Sauce JAck AWS-19C,Clan Invasion,3061,Clan,Biped,Tournament Legal,80,khanwolverine,2432,14689170,-----
6333,Axman (Imperial) AXM-1NC,Late Succession Wars,3048,Clan (Mixed),Biped,Tournament Legal,65,khanwolverine,2396,13969010,-----
1936,Axman AXM-1N,Late Succession Wars,3048,Inner Sphere,Biped,Tournament Legal,65,Catalyst Game Labs,1374,11807510,3
5688,Axman AXM-1NX,Jihad,3076,Inner Sphere,Biped,Tournament Legal,65,Kylo Kruis,1712,16167635,-----
363,Axman AXM-2N,Late Succession Wars,3049,Inner Sphere,Biped,Tournament Legal,65,Catalyst Game Labs,1458,11890010,3
1174,Axman AXM-3S,Clan Invasion,3060,Inner Sphere,Biped,Tournament Legal,65,Catalyst Game Labs,1649,10674180,3.833333
4755,Axman AXM-3Sr,Jihad,3069,Inner Sphere,Biped,Tournament Legal,65,Catalyst Game Labs,1734,13505580,-----
3816,Axman AXM-4D,Jihad,3071,Inner Sphere,Biped,Tournament Legal,65,Catalyst Game Labs,1222,11604560,-----
3419,Axman AXM-6T,Jihad,3083,Inner Sphere,Biped,Tournament Legal,65,Catalyst Game Labs,1830,17407885,-----
4065,Axman AXM-6X,Jihad,3074,Inner Sphere (Mixed),Biped,Advanced,65,Catalyst Game Labs,2132,22683760,-----
450,Baboon (Howler),Early Succession Wars,2871,Clan,Biped,Tournament Legal,20,Catalyst Game Labs,645,1718240,1.611111
2776,Baboon (Howler) 2,Civil War,3063,Clan,Biped,Tournament Legal,20,Catalyst Game Labs,757,2538240,-----
3096,"Baboon (Howler) 3 ""Devil""",Civil War,3066,Clan,Biped,Tournament Legal,20,Catalyst Game Labs,1277,2622240,-----
1514,Baboon 2 (C),Clan Invasion,3050,Clan,Biped,Tournament Legal,20,mud,1047,1910240,3.333333
2041,Baby Brawler CGR-1A1,Clan Invasion,3050,Inner Sphere,Biped,Tournament Legal,80,Vagabond,1203,9790890,3.75
3315,Bakeneko BNK-1K,Republic,3100,Inner Sphere (Mixed),Biped,Advanced,55,Catalyst Game Labs,1976,13233590,-----
3256,Balius A,Jihad,3075,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2201,20300156,-----
3257,Balius B,Jihad,3075,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2029,20005219,-----
3258,Balius C,Jihad,3075,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2103,20176406,-----
3259,Balius D,Jihad,3075,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2417,20956031,-----
4975,Balius E,Republic,3127,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2156,20980781,-----
6304,Balius E2,Republic,3128,Clan,Quad,Tournament Legal,65,Lasonda,2073,20733281,-----
3255,Balius PRIME,Jihad,3075,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2157,19834031,-----
4848,Balius U,Jihad,3077,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,2014,20826094,-----
3254,Balius [BASE],Jihad,3075,Clan,Quad,Tournament Legal,65,Catalyst Game Labs,1001,18464531,-----
1269,Ballista BAL-1,Clan Invasion,3057,Inner Sphere,Biped,Advanced,100,ralgith,2013,23484000,2.583333
1271,Ballista BAL-2,Clan Invasion,3057,Inner Sphere,Biped,Tournament Legal,100,ralgith,2086,23232000,3.25
1270,Ballista BAL-3,Clan Invasion,3057,Inner Sphere,Biped,Tournament Legal,100,ralgith,1930,22672000,1.416667
1622,Ballista BL-2,Clan Invasion,3050,Inner Sphere,Biped,Advanced,35,Motown Scrapper,887,4463955,3.333333
2240,Ballistae C10-B1,Clan Invasion,3050,Inner Sphere,Biped,Advanced,50,Archilochus,1227,3927250,3.75
660,Bandersnatch BNDR-01A,Clan Invasion,3052,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1478,15671250,3.333333
3652,Bandersnatch BNDR-01A (Horus),Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1584,15449875,-----
4817,Bandersnatch BNDR-01Ar,Jihad,3071,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1522,15900938,-----
3013,Bandersnatch BNDR-01B,Civil War,3065,Inner Sphere,Biped,Tournament Legal,75,Catalyst Game Labs,1630,12337500,-----
5620,Bandersnatch BNDR-01BX,Jihad,3083,Inner Sphere (Mixed),Biped,Tournament Legal,75,Kylo Kruis,2250,14586250,-----
2214,Bandit BDT-1A,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,30,master arminas,672,2306265,4
6278,Banshee (Imperial) BNC-3Sc,Clan Invasion,3061,Clan,Biped,Tournament Legal,95,khanwolverine,3356,11169308,-----
5673,Banshee (Magnesium) BNC-4Mg,Dark Age,3133,Inner Sphere,Biped,Tournament Legal,95,Alisa Wolfstein,2115,22109490,-----
5679,Banshee (Magnesium²) BNC-4Mg²,Dark Age,3133,Inner Sphere,Biped,Tournament Legal,95,Alisa Wolfstein,2212,24410490,-----
5745,Banshee BNC-10S,Republic,3087,Inner Sphere,Biped,Tournament Legal,95,Alisa Wolfstein,1996,23074253,-----
5977,Banshee BNC-10X,Dark Age,3150,Inner Sphere,Biped,Advanced,95,Ruger,2483,16885928,-----
4067,Banshee BNC-11X,Jihad,3076,Inner Sphere (Mixed),Biped,Advanced,95,Catalyst Game Labs,2030,26450028,-----
4045,Banshee BNC-1E,Age of War,2445,Primitive,Biped,Experimental (Extinct),95,Catalyst Game Labs,1458,8987453,-----
68,Banshee BNC-3E,Age of War,2475,Inner Sphere,Biped,Introductory,95,Catalyst Game Labs,1422,9522078,1.375
4969,"Banshee BNC-3E-3SWC ""Xeroth""",Age of War,2475,Inner Sphere,Biped,Introductory,95,Xeroth,1422,9522078,-----
2150,Banshee BNC-3K,Late Succession Wars,3025,Inner Sphere,Biped,Introductory,95,Rudel Gurken,1486,9442128,-----
69,Banshee BNC-3M,Star League,2579,Inner Sphere,Biped,Introductory,95,Catalyst Game Labs,1595,9824328,2.666667
4087,Banshee BNC-3MC,Late Succession Wars,3037,Inner Sphere,Biped,Introductory,95,Catalyst Game Labs,1487,9648828,-----
4837,Banshee BNC-3Mr,Jihad,3073,Inner Sphere,Biped,Tournament Legal,95,Catalyst Game Labs,1801,10534128,-----
70,Banshee BNC-3Q,Late Succession Wars,2915,Inner Sphere,Biped,Introductory,95,Catalyst Game Labs,1394,9457728,1.423077
71,Banshee BNC-3S,Late Succession Wars,3026,Inner Sphere,Biped,Introductory,95,Catalyst Game Labs,1751,8794695,4.555556
4088,Banshee BNC-3S (Reinesblatt),Late Succession Wars,3029,Inner Sphere,Biped,Introductory,95,Catalyst Game Labs,1678,8331765,-----
5045,Banshee BNC-3S-MB1C,Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,95,Ruger,2561,10599420,-----
5710,Banshee BNC-3Sc,Clan Invasion,3061,Clan,Biped,Tournament Legal,95,khanwolverine,2659,9881820,-----
5697,Banshee BNC-3SX,Clan Invasion,3061,Inner Sphere,Biped,Tournament Legal,95,khanwolverine,2171,11401358,-----
